studentID,firstName,lastName,Email,Subjects,SubjectsGrades,Competencies
41679014,Davy,Munro,davy.munro@mail.concordia.ca,"['ACCO220', 'ACCO350', 'ACCO440', 'ACCO340']","[['ACCO220', 'A-'], ['ACCO350', 'B-'], ['ACCO440', 'A'], ['ACCO340', 'B']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P65', 'P61', 'P64', 'P62', 'P63', 'P81', 'P83', 'P82', 'P84', 'P85', 'P55', 'P52', 'P53', 'P54', 'P51']"
43067927,Alyas,Qirui,alyas.qirui@mail.concordia.ca,"['ACCO440', 'ACCO330', 'ACCO350', 'ACCO465', 'ACCO400', 'ACCO220']","[['ACCO440', 'B+'], ['ACCO330', 'B'], ['ACCO350', 'A'], ['ACCO465', 'A-'], ['ACCO400', 'B-'], ['ACCO220', 'B-']]","['P81', 'P83', 'P82', 'P84', 'P85', 'P45', 'P41', 'P44', 'P43', 'P42', 'P65', 'P61', 'P64', 'P62', 'P63', 'P92', 'P93', 'P95', 'P94', 'P91', 'P73', 'P74', 'P72', 'P71', 'P75', 'P04', 'P03', 'P05', 'P01', 'P02']"
47295109,Ashley,Nickson,ashley.nickson@mail.concordia.ca,"['ACCO440', 'ACCO350', 'ACCO310', 'ACCO240', 'ACCO230', 'ACCO465', 'ACCO330', 'ACCO340']","[['ACCO440', 'B-'], ['ACCO350', 'B'], ['ACCO310', 'B'], ['ACCO240', 'A-'], ['ACCO230', 'A-'], ['ACCO465', 'B+'], ['ACCO330', 'B+'], ['ACCO340', 'A']]","['P81', 'P83', 'P82', 'P84', 'P85', 'P65', 'P61', 'P64', 'P62', 'P63', 'P33', 'P32', 'P35', 'P31', 'P34', 'P25', 'P21', 'P22', 'P24', 'P23', 'P12', 'P13', 'P14', 'P15', 'P11', 'P92', 'P93', 'P95', 'P94', 'P91', 'P45', 'P41', 'P44', 'P43', 'P42', 'P55', 'P52', 'P53', 'P54', 'P51']"
44667138,Emmet,Wabuya,emmet.wabuya@mail.concordia.ca,"['ACCO340', 'ACCO400', 'ACCO465', 'ACCO310', 'ACCO350', 'ACCO240', 'ACCO440', 'ACCO230', 'ACCO330']","[['ACCO340', 'B+'], ['ACCO400', 'B'], ['ACCO465', 'B'], ['ACCO310', 'A-'], ['ACCO350', 'B-'], ['ACCO240', 'B-'], ['ACCO440', 'B-'], ['ACCO230', 'A'], ['ACCO330', 'B']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P73', 'P74', 'P72', 'P71', 'P75', 'P92', 'P93', 'P95', 'P94', 'P91', 'P33', 'P32', 'P35', 'P31', 'P34', 'P65', 'P61', 'P64', 'P62', 'P63', 'P25', 'P21', 'P22', 'P24', 'P23', 'P81', 'P83', 'P82', 'P84', 'P85', 'P12', 'P13', 'P14', 'P15', 'P11', 'P45', 'P41', 'P44', 'P43', 'P42']"
49968548,Cillin,Zaine,cillin.zaine@mail.concordia.ca,"['ACCO440', 'ACCO240', 'ACCO465', 'ACCO310']","[['ACCO440', 'B-'], ['ACCO240', 'B-'], ['ACCO465', 'A-'], ['ACCO310', 'B']]","['P81', 'P83', 'P82', 'P84', 'P85', 'P25', 'P21', 'P22', 'P24', 'P23', 'P92', 'P93', 'P95', 'P94', 'P91', 'P33', 'P32', 'P35', 'P31', 'P34']"
40723272,Callie,Riach,callie.riach@mail.concordia.ca,"['ACCO230', 'ACCO220', 'ACCO465', 'ACCO400', 'ACCO350']","[['ACCO230', 'A-'], ['ACCO220', 'B-'], ['ACCO465', 'B-'], ['ACCO400', 'B-'], ['ACCO350', 'B-']]","['P12', 'P13', 'P14', 'P15', 'P11', 'P04', 'P03', 'P05', 'P01', 'P02', 'P92', 'P93', 'P95', 'P94', 'P91', 'P73', 'P74', 'P72', 'P71', 'P75', 'P65', 'P61', 'P64', 'P62', 'P63']"
48544184,Connal,Saffi,connal.saffi@mail.concordia.ca,"['ACCO220', 'ACCO310']","[['ACCO220', 'A'], ['ACCO310', 'B+']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P33', 'P32', 'P35', 'P31', 'P34']"
48317798,Atli,Syed,atli.syed@mail.concordia.ca,"['ACCO350', 'ACCO440', 'ACCO230']","[['ACCO350', 'B-'], ['ACCO440', 'B'], ['ACCO230', 'B-']]","['P65', 'P61', 'P64', 'P62', 'P63', 'P81', 'P83', 'P82', 'P84', 'P85', 'P12', 'P13', 'P14', 'P15', 'P11']"
45740808,Grzegorz,Leno,grzegorz.leno@mail.concordia.ca,"['ACCO230', 'ACCO310', 'ACCO440', 'ACCO350']","[['ACCO230', 'B+'], ['ACCO310', 'A-'], ['ACCO440', 'B+'], ['ACCO350', 'B-']]","['P12', 'P13', 'P14', 'P15', 'P11', 'P33', 'P32', 'P35', 'P31', 'P34', 'P81', 'P83', 'P82', 'P84', 'P85', 'P65', 'P61', 'P64', 'P62', 'P63']"
40856246,Brydon-Craig,Wyatt,brydon-craig.wyatt@mail.concordia.ca,"['ACCO465', 'ACCO440', 'ACCO340']","[['ACCO465', 'A'], ['ACCO440', 'B'], ['ACCO340', 'B+']]","['P92', 'P93', 'P95', 'P94', 'P91', 'P81', 'P83', 'P82', 'P84', 'P85', 'P55', 'P52', 'P53', 'P54', 'P51']"
48737020,Eddie,Marc-Anthony,eddie.marc-anthony@mail.concordia.ca,"['ACCO465', 'ACCO350', 'ACCO340', 'ACCO310', 'ACCO330', 'ACCO230', 'ACCO220']","[['ACCO465', 'B-'], ['ACCO350', 'A-'], ['ACCO340', 'A-'], ['ACCO310', 'B-'], ['ACCO330', 'B-'], ['ACCO230', 'B-'], ['ACCO220', 'B']]","['P92', 'P93', 'P95', 'P94', 'P91', 'P65', 'P61', 'P64', 'P62', 'P63', 'P55', 'P52', 'P53', 'P54', 'P51', 'P33', 'P32', 'P35', 'P31', 'P34', 'P45', 'P41', 'P44', 'P43', 'P42', 'P12', 'P13', 'P14', 'P15', 'P11', 'P04', 'P03', 'P05', 'P01', 'P02']"
47570345,Azzam,Kobi,azzam.kobi@mail.concordia.ca,"['ACCO330', 'ACCO220', 'ACCO440', 'ACCO340']","[['ACCO330', 'A-'], ['ACCO220', 'B+'], ['ACCO440', 'B+'], ['ACCO340', 'B']]","['P45', 'P41', 'P44', 'P43', 'P42', 'P04', 'P03', 'P05', 'P01', 'P02', 'P81', 'P83', 'P82', 'P84', 'P85', 'P55', 'P52', 'P53', 'P54', 'P51']"
46380002,Decklan,Jordyn,decklan.jordyn@mail.concordia.ca,"['ACCO310', 'ACCO220', 'ACCO230', 'ACCO350', 'ACCO240', 'ACCO340']","[['ACCO310', 'B-'], ['ACCO220', 'A-'], ['ACCO230', 'B-'], ['ACCO350', 'A-'], ['ACCO240', 'A'], ['ACCO340', 'A']]","['P33', 'P32', 'P35', 'P31', 'P34', 'P04', 'P03', 'P05', 'P01', 'P02', 'P12', 'P13', 'P14', 'P15', 'P11', 'P65', 'P61', 'P64', 'P62', 'P63', 'P25', 'P21', 'P22', 'P24', 'P23', 'P55', 'P52', 'P53', 'P54', 'P51']"
47288212,Blazej,Nolan,blazej.nolan@mail.concordia.ca,['ACCO330'],"[['ACCO330', 'A']]","['P45', 'P41', 'P44', 'P43', 'P42']"
40242077,Derren,Kamron,derren.kamron@mail.concordia.ca,"['ACCO240', 'ACCO330', 'ACCO350']","[['ACCO240', 'A-'], ['ACCO330', 'B+'], ['ACCO350', 'B+']]","['P25', 'P21', 'P22', 'P24', 'P23', 'P45', 'P41', 'P44', 'P43', 'P42', 'P65', 'P61', 'P64', 'P62', 'P63']"
40780952,Andrei,Ryo,andrei.ryo@mail.concordia.ca,['ACCO350'],"[['ACCO350', 'B+']]","['P65', 'P61', 'P64', 'P62', 'P63']"
